User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size
5,151,Shoes,Adidas,Men's Fashion,77,2.35206414018195,Blue,M
31,152,Jeans,Nike,Men's Fashion,71,4.8156823552759,Green,S
2,153,Shoes,Nike,Kids' Fashion,31,1.9462926755205,Black,S
51,154,Dress,Zara,Men's Fashion,11,2.30122463101068,Blue,L
91,155,T-shirt,Gucci,Women's Fashion,48,2.4337953619475,White,L
92,156,T-shirt,Adidas,Women's Fashion,21,1.15418736352513,Red,L
39,157,Dress,Adidas,Women's Fashion,67,3.98175129752846,Yellow,S
99,158,Shoes,Adidas,Men's Fashion,88,2.92333092713708,Blue,M
10,159,Jeans,Nike,Kids' Fashion,50,2.24172730116848,Green,S
46,160,Shoes,Gucci,Women's Fashion,35,2.98380272052521,Black,L
80,161,Sweater,Adidas,Women's Fashion,67,4.73547155664683,Blue,M
40,162,T-shirt,Nike,Women's Fashion,48,2.98164149029656,Red,L
18,163,Dress,Nike,Women's Fashion,93,4.26802766745728,Green,S
16,164,T-shirt,Nike,Men's Fashion,68,2.6365948985682,Red,L
34,165,Jeans,Gucci,Women's Fashion,67,2.27547295429648,White,XL
100,166,Sweater,Adidas,Kids' Fashion,96,4.74382398514688,White,L
92,167,Shoes,Zara,Kids' Fashion,43,4.47806136968175,Blue,S
54,168,Sweater,Gucci,Women's Fashion,69,4.45658059864231,Green,XL
62,169,Shoes,Zara,Men's Fashion,98,1.08946232476553,Black,XL
50,170,Sweater,Gucci,Men's Fashion,20,3.46519259419596,Yellow,M
24,171,Jeans,Nike,Men's Fashion,42,1.76786652138541,Blue,S
13,172,Jeans,Zara,Women's Fashion,32,4.79545583937356,Yellow,M
98,173,Dress,Nike,Kids' Fashion,21,3.10179855416363,Yellow,S
82,174,Jeans,Adidas,Kids' Fashion,80,3.33453887230209,Black,M
48,175,Dress,Adidas,Men's Fashion,55,1.91327093421034,Blue,S
59,176,Dress,H&M,Kids' Fashion,91,1.99814813222318,Red,XL
56,177,Sweater,Nike,Kids' Fashion,12,4.56765831691714,Yellow,M
93,178,Jeans,Nike,Women's Fashion,26,1.68786959468922,Red,XL
54,179,Shoes,Adidas,Kids' Fashion,53,1.0283230598342,Blue,M
61,180,T-shirt,Zara,Kids' Fashion,43,2.3664472341396,Green,M
74,181,Shoes,H&M,Kids' Fashion,80,4.82905462812449,Black,L
39,182,Jeans,Zara,Men's Fashion,68,4.35891264471758,Yellow,L
20,183,Jeans,Zara,Kids' Fashion,67,2.67523195840214,Black,M
67,184,Sweater,Zara,Women's Fashion,67,3.44852759447332,Green,L
38,185,Sweater,Gucci,Men's Fashion,34,1.56535420853628,Yellow,L
16,186,Jeans,Adidas,Men's Fashion,56,2.43497250700695,Blue,L
81,187,Jeans,Zara,Women's Fashion,36,3.04300920255812,Green,S
33,188,Shoes,Nike,Men's Fashion,44,4.35992989880665,Green,XL
55,189,Jeans,Adidas,Women's Fashion,15,3.46692043886603,Blue,L
38,190,Sweater,Zara,Kids' Fashion,32,4.0330690744184,Yellow,XL
48,191,T-shirt,Gucci,Kids' Fashion,95,3.23067766700609,Black,M
35,192,Sweater,Zara,Kids' Fashion,87,3.9615696671707,White,L
8,193,T-shirt,H&M,Women's Fashion,60,2.93695613897357,White,L
56,194,Sweater,Adidas,Women's Fashion,92,3.7925562440596,White,S
32,195,Shoes,Zara,Kids' Fashion,60,3.34486668382303,White,L
72,196,Jeans,Gucci,Kids' Fashion,17,1.28942634169152,Red,M
48,197,Jeans,Nike,Kids' Fashion,90,2.29903412570739,Yellow,XL
3,198,T-shirt,Zara,Men's Fashion,67,3.03212484147927,Blue,XL
39,199,T-shirt,Zara,Women's Fashion,15,4.98065563439873,Black,M
75,200,Sweater,H&M,Men's Fashion,45,4.12442721816034,Black,S
21,201,Jeans,Zara,Women's Fashion,57,4.24608461693649,Yellow,M
84,202,Sweater,Nike,Men's Fashion,40,3.49550160490083,Green,S
53,203,Jeans,Zara,Women's Fashion,75,1.87620484527611,Yellow,S
3,204,T-shirt,Zara,Kids' Fashion,81,1.89324316996549,Black,M
41,205,T-shirt,H&M,Men's Fashion,73,2.97656310548925,Yellow,XL
64,206,Jeans,Nike,Kids' Fashion,56,4.36046413062495,Yellow,XL
30,207,Sweater,Gucci,Kids' Fashion,53,2.78954079517999,Black,M
9,208,Jeans,Zara,Men's Fashion,79,2.67115197176922,White,M
88,209,Dress,H&M,Women's Fashion,30,1.02866987829882,Black,XL
36,210,Jeans,Adidas,Women's Fashion,42,2.04903959504339,Yellow,M
6,211,Jeans,Zara,Women's Fashion,50,3.17382706302739,Green,L
24,212,T-shirt,Adidas,Women's Fashion,71,3.4395524353489,White,S
76,213,Jeans,Zara,Women's Fashion,80,4.86023704513173,Yellow,XL
59,214,Dress,Adidas,Women's Fashion,98,1.7939052012347,Yellow,XL
49,215,T-shirt,Adidas,Men's Fashion,49,3.62323771421898,Yellow,S
87,216,Shoes,Gucci,Kids' Fashion,57,3.88245049468131,White,M
7,217,Sweater,Gucci,Women's Fashion,98,1.43812573149004,Yellow,S
94,218,Sweater,Gucci,Men's Fashion,69,3.07703306576901,Red,M
78,219,Dress,H&M,Women's Fashion,97,1.96883596706577,Green,S
35,220,T-shirt,H&M,Kids' Fashion,42,4.50538232733191,Blue,L
68,221,T-shirt,Adidas,Men's Fashion,49,2.85917854578815,Black,L
77,222,Dress,Adidas,Kids' Fashion,36,1.10531873886473,Yellow,S
33,223,Jeans,Gucci,Women's Fashion,73,2.970808688031,White,XL
48,224,T-shirt,Adidas,Women's Fashion,88,1.74862795742388,White,L
46,225,Dress,Nike,Men's Fashion,61,1.63519421558743,Yellow,S
6,226,Sweater,H&M,Men's Fashion,16,2.43173648181516,Green,XL
44,227,Dress,Adidas,Kids' Fashion,20,4.14427443923931,Red,S
66,228,Shoes,H&M,Men's Fashion,15,1.96741557217857,Green,S
81,229,Shoes,Adidas,Kids' Fashion,65,1.8233129054424,Red,XL
96,230,Shoes,Zara,Men's Fashion,82,4.59290550361274,Black,S
92,231,Dress,Zara,Women's Fashion,33,4.73840462778755,Red,L
93,232,Jeans,Zara,Men's Fashion,49,1.41435849971726,Red,S
79,233,Shoes,Nike,Kids' Fashion,39,4.70632033342392,Red,M
64,234,Sweater,H&M,Kids' Fashion,55,1.69905219731409,White,S
61,235,Shoes,Zara,Women's Fashion,50,1.81453012716661,Green,L
40,236,Shoes,Zara,Men's Fashion,44,1.7182978589841,White,S
68,237,Shoes,Adidas,Men's Fashion,58,3.6620106291965,White,S
10,238,Shoes,Adidas,Kids' Fashion,47,2.14684890575728,White,XL
33,239,Shoes,Gucci,Kids' Fashion,93,3.95621059135785,White,L
27,240,Dress,H&M,Men's Fashion,10,2.23452685285136,Black,L
55,241,Jeans,Gucci,Men's Fashion,21,2.40495417217489,Green,S
72,242,Dress,H&M,Men's Fashion,52,4.12879227433651,Green,M
88,243,Shoes,H&M,Men's Fashion,79,1.05931858951564,White,XL
77,244,Sweater,Zara,Women's Fashion,85,3.47462190038342,Blue,XL
27,245,Dress,H&M,Women's Fashion,15,2.33366970967307,Black,S
89,246,Jeans,Gucci,Kids' Fashion,68,3.18428380209405,Green,S
32,247,Shoes,Zara,Women's Fashion,72,2.26019219893037,White,S
83,248,Sweater,Zara,Kids' Fashion,81,3.6161732827782,Red,M
34,249,Jeans,H&M,Kids' Fashion,41,1.87561871429792,Black,XL
68,250,Dress,H&M,Women's Fashion,21,2.77252144710344,Yellow,XL
46,251,Jeans,Gucci,Kids' Fashion,87,2.19328342736587,White,L
43,252,Dress,H&M,Men's Fashion,25,1.65900033474893,Blue,L
65,253,T-shirt,Zara,Kids' Fashion,98,4.23682985311631,White,M
20,254,Jeans,Gucci,Kids' Fashion,15,1.39303474444952,Yellow,L
74,255,T-shirt,H&M,Kids' Fashion,81,2.55051935407139,Green,M
33,256,Jeans,Gucci,Kids' Fashion,86,2.05976941449174,Blue,L
38,257,Shoes,Nike,Women's Fashion,82,3.48140923317804,Red,S
86,258,Dress,Gucci,Women's Fashion,14,3.56348280580546,Yellow,S
44,259,Shoes,Nike,Men's Fashion,27,2.50441916524136,White,L
34,260,Dress,Adidas,Kids' Fashion,59,4.15488889192364,Green,S
50,261,Dress,Zara,Men's Fashion,49,2.98108158105457,Yellow,S
68,262,Jeans,Gucci,Women's Fashion,94,4.28858144020151,Blue,S
5,263,Jeans,Zara,Men's Fashion,71,4.05359485338754,Yellow,XL
46,264,Dress,Gucci,Women's Fashion,55,3.19061688363126,White,XL
8,265,T-shirt,H&M,Kids' Fashion,60,2.74673035546259,Blue,XL
51,266,Jeans,Gucci,Kids' Fashion,62,2.36776256081052,White,XL
25,267,Jeans,Adidas,Women's Fashion,53,4.44133711888816,Black,S
32,268,Jeans,Adidas,Kids' Fashion,22,3.93958193156675,Yellow,L
34,269,Shoes,H&M,Kids' Fashion,100,4.7433911722184,Black,S
3,270,Sweater,Adidas,Kids' Fashion,60,4.21308830660458,Blue,XL
76,271,Jeans,Nike,Men's Fashion,45,4.07521625877933,Blue,L
43,272,Dress,Nike,Kids' Fashion,95,2.31125111294141,White,M
4,273,Dress,Nike,Men's Fashion,29,1.76460925405628,White,XL
77,274,Dress,Adidas,Women's Fashion,18,1.65726696089164,Red,S
58,275,Jeans,Nike,Men's Fashion,93,3.80948854936906,Green,XL
73,276,Jeans,Nike,Men's Fashion,43,1.39337727278316,Yellow,M
50,277,Dress,H&M,Kids' Fashion,49,1.88988136366904,White,M
4,278,Jeans,Gucci,Men's Fashion,98,2.95850499731072,Black,L
3,279,Shoes,Adidas,Kids' Fashion,11,2.19124187713168,Yellow,M
31,280,Dress,Gucci,Kids' Fashion,19,2.12973179879197,White,XL
30,281,Jeans,H&M,Women's Fashion,67,2.25652593362213,Green,S
18,282,Jeans,Nike,Men's Fashion,75,1.26659016668859,Black,M
95,283,Sweater,H&M,Men's Fashion,80,4.17982815002197,White,S
78,284,T-shirt,Zara,Men's Fashion,23,3.81415215379373,Black,S
49,285,Sweater,Nike,Women's Fashion,80,3.70418878971008,Yellow,L
69,286,T-shirt,H&M,Kids' Fashion,13,3.23606427838237,White,XL
71,287,T-shirt,Zara,Kids' Fashion,62,4.53710267872978,Blue,XL
13,288,Sweater,Nike,Men's Fashion,38,2.1088277143885,Black,M
88,289,Sweater,Adidas,Kids' Fashion,18,2.80555333353007,Blue,M
38,290,Sweater,Zara,Men's Fashion,13,4.88394146157328,White,S
3,291,Dress,H&M,Women's Fashion,64,4.81801009810917,White,XL
91,292,T-shirt,Nike,Men's Fashion,63,3.07550382555036,Green,S
9,293,Sweater,Nike,Men's Fashion,96,2.76966090533766,Black,XL
4,294,Dress,H&M,Women's Fashion,89,4.09257201458361,White,XL
39,295,Dress,H&M,Kids' Fashion,56,2.42454262474245,Black,XL
99,296,T-shirt,H&M,Women's Fashion,25,4.10023032339017,White,S
30,297,Sweater,Gucci,Kids' Fashion,14,1.87798950825921,Blue,XL
4,298,Shoes,Zara,Women's Fashion,14,1.41631714081003,Red,M
69,299,Shoes,Gucci,Kids' Fashion,21,2.95460265551018,Green,S
3,300,Shoes,Adidas,Kids' Fashion,57,4.92350893613367,White,S
66,301,Shoes,Adidas,Kids' Fashion,93,2.04499249405006,Yellow,M
49,302,T-shirt,Gucci,Kids' Fashion,37,4.903871565965,White,M
11,303,Jeans,Gucci,Women's Fashion,94,3.68586214341195,White,XL
7,304,Dress,Adidas,Women's Fashion,85,1.30039856260517,Green,M
26,305,Shoes,H&M,Women's Fashion,90,2.3308141316851,White,L
73,306,T-shirt,Gucci,Men's Fashion,23,2.80067975325196,Black,XL
62,307,Dress,Zara,Men's Fashion,11,3.88902225335098,Yellow,S
42,308,Jeans,Adidas,Men's Fashion,60,4.42216008047835,Yellow,S
37,309,Jeans,Gucci,Kids' Fashion,17,3.7549968020897,Black,S
61,310,Jeans,H&M,Men's Fashion,83,3.94548134872672,White,XL
55,311,Jeans,Nike,Men's Fashion,55,4.80339023931374,Black,L
41,312,Jeans,Zara,Men's Fashion,45,2.92793757825086,White,S
97,313,Shoes,H&M,Women's Fashion,76,4.51207444239695,Green,XL
13,314,Jeans,Nike,Kids' Fashion,94,2.06236222147341,Red,L
90,315,Jeans,Nike,Kids' Fashion,56,1.21795546034309,White,XL
34,316,Jeans,H&M,Women's Fashion,68,2.09850101706373,Red,S
55,317,Dress,Adidas,Women's Fashion,23,4.39524978495068,Red,XL
88,318,Sweater,Zara,Men's Fashion,49,1.15586984950075,Yellow,S
39,319,Jeans,H&M,Men's Fashion,61,1.23191304607493,White,L
25,320,Sweater,H&M,Kids' Fashion,86,3.14692802284371,Yellow,L
34,321,Shoes,Gucci,Kids' Fashion,40,4.45220968335429,Red,S
58,322,Shoes,H&M,Kids' Fashion,18,1.70722542792258,Red,M
30,323,Shoes,Zara,Women's Fashion,95,2.32616845241697,Green,M
3,324,Sweater,Gucci,Men's Fashion,18,4.53063442716287,Black,XL
67,325,T-shirt,Nike,Men's Fashion,91,2.66808920780747,Black,XL
7,326,Jeans,Zara,Men's Fashion,20,3.31386975180708,Green,L
95,327,Dress,Adidas,Kids' Fashion,72,4.57294341276079,White,L
34,328,Jeans,Adidas,Kids' Fashion,12,1.29531621441425,Blue,L
49,329,Jeans,Nike,Women's Fashion,56,3.73603013038855,Blue,XL
15,330,T-shirt,Zara,Men's Fashion,26,2.13782781511616,Blue,M
61,331,T-shirt,Adidas,Kids' Fashion,25,3.27290142633053,Black,S
25,332,Shoes,Zara,Men's Fashion,75,3.14941294556745,Blue,M
60,333,Dress,H&M,Kids' Fashion,70,2.04242898719195,Yellow,M
80,334,Sweater,Zara,Men's Fashion,16,1.85525227412611,Yellow,L
25,335,Sweater,Gucci,Men's Fashion,88,3.39666156346888,Red,XL
71,336,T-shirt,Nike,Kids' Fashion,28,4.16971634298328,White,XL
1,337,Shoes,Nike,Women's Fashion,80,1.5915595979278,White,L
22,338,Sweater,Nike,Women's Fashion,70,1.44419870437171,Blue,S
46,339,Dress,Gucci,Women's Fashion,74,1.80401741783781,White,M
52,340,Sweater,Adidas,Women's Fashion,32,1.24647151363249,Blue,L
27,341,Jeans,Gucci,Men's Fashion,91,4.47367289810513,Red,XL
69,342,Sweater,Zara,Women's Fashion,27,3.97971742724729,Yellow,S
29,343,T-shirt,Gucci,Women's Fashion,91,4.74202906040439,Yellow,XL
42,344,Dress,Nike,Kids' Fashion,44,3.87391615499027,Blue,L
97,345,Shoes,H&M,Kids' Fashion,67,1.42040907131112,Yellow,S
62,346,Jeans,Adidas,Kids' Fashion,19,4.82941730705463,Yellow,XL
76,347,Dress,H&M,Men's Fashion,18,1.11051084761789,Blue,XL
52,348,Shoes,Zara,Kids' Fashion,76,2.91574205910341,Blue,XL
36,349,Dress,Adidas,Kids' Fashion,97,3.15029019568951,White,XL
50,350,Jeans,H&M,Kids' Fashion,80,2.79701829576392,Black,XL
52,351,Jeans,Nike,Women's Fashion,95,4.4712197748883,Red,XL
41,352,Dress,H&M,Men's Fashion,71,1.50329193989276,Green,XL
87,353,Sweater,Nike,Women's Fashion,78,2.91222216734589,Blue,M
7,354,Dress,Gucci,Men's Fashion,74,3.86466591726491,Red,M
59,355,Sweater,Nike,Kids' Fashion,43,2.48955058081241,Red,XL
93,356,Dress,Zara,Kids' Fashion,68,4.33007080434497,Black,S
89,357,T-shirt,Adidas,Kids' Fashion,15,3.41200122883992,Yellow,L
66,358,Shoes,Adidas,Men's Fashion,55,1.17495264795203,Blue,XL
55,359,Dress,Nike,Kids' Fashion,68,4.44950033775242,Red,L
42,360,Sweater,H&M,Women's Fashion,24,2.25729248711244,Black,XL
78,361,Sweater,H&M,Kids' Fashion,62,1.76045053374245,Blue,XL
22,362,Jeans,Adidas,Men's Fashion,15,1.28129305335699,Red,S
72,363,Jeans,Nike,Kids' Fashion,33,3.142884987067,Yellow,L
60,364,Jeans,Nike,Kids' Fashion,65,2.04045696236684,Black,M
92,365,T-shirt,Nike,Men's Fashion,16,3.28247203689272,White,L
7,366,Dress,Nike,Women's Fashion,29,4.15334147572155,Yellow,L
17,367,Shoes,Nike,Women's Fashion,31,2.71066541510821,Yellow,S
60,368,Shoes,Nike,Women's Fashion,35,1.54175771202338,Blue,XL
62,369,Shoes,Nike,Women's Fashion,96,3.79510758221823,Green,M
75,370,T-shirt,Nike,Kids' Fashion,58,2.63424431233169,White,S
65,371,Dress,Nike,Women's Fashion,33,1.08109828156713,White,XL
63,372,Dress,Nike,Men's Fashion,41,1.84391936098584,White,S
87,373,T-shirt,Adidas,Men's Fashion,63,3.15314282299835,Green,M
